,Start Week,State,Condition Group,Condition,ICD10_codes,Age Group,COVID-19 Deaths,Number of Mentions,Flag
8417,2/1/2020,OH,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,121.0,245.0,some
8420,2/1/2020,OH,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",35-44,24.0,38.0,some
8421,2/1/2020,OH,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",45-54,88.0,119.0,some
8422,2/1/2020,OH,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",55-64,317.0,480.0,some
8423,2/1/2020,OH,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",65-74,657.0,970.0,some
8424,2/1/2020,OH,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,904.0,1307.0,some
8425,2/1/2020,OH,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,964.0,1425.0,some
8426,2/1/2020,OH,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",Not stated,0.0,0.0,some
8427,2/1/2020,OH,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,2966.0,4364.0,some
8429,2/1/2020,OH,COVID-19,COVID-19,U071,25-34,29.0,29.0,some
8430,2/1/2020,OH,COVID-19,COVID-19,U071,35-44,72.0,72.0,some
8431,2/1/2020,OH,COVID-19,COVID-19,U071,45-54,210.0,210.0,some
8432,2/1/2020,OH,COVID-19,COVID-19,U071,55-64,731.0,731.0,some
8433,2/1/2020,OH,COVID-19,COVID-19,U071,65-74,1632.0,1632.0,some
8434,2/1/2020,OH,COVID-19,COVID-19,U071,75-84,2527.0,2527.0,some
8435,2/1/2020,OH,COVID-19,COVID-19,U071,85+,3112.0,3112.0,some
8436,2/1/2020,OH,COVID-19,COVID-19,U071,Not stated,0.0,0.0,some
8437,2/1/2020,OH,COVID-19,COVID-19,U071,All Ages,8320.0,8320.0,some
8441,2/1/2020,OK,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,41.0,42.0,some
8442,2/1/2020,OK,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,99.0,100.0,some
8443,2/1/2020,OK,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,219.0,229.0,some
8444,2/1/2020,OK,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,300.0,311.0,some
8445,2/1/2020,OK,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,238.0,240.0,some
8446,2/1/2020,OK,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,0.0,0.0,some
8447,2/1/2020,OK,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,914.0,940.0,some
8448,2/1/2020,OK,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,0.0,0.0,some
8449,2/1/2020,OK,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,0.0,0.0,some
8451,2/1/2020,OK,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,12.0,12.0,some
8452,2/1/2020,OK,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,34.0,35.0,some
8453,2/1/2020,OK,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,107.0,109.0,some
8454,2/1/2020,OK,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,132.0,136.0,some
8455,2/1/2020,OK,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,99.0,101.0,some
8456,2/1/2020,OK,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,0.0,0.0,some
8457,2/1/2020,OK,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,387.0,396.0,some
8458,2/1/2020,OK,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,0.0,0.0,some
8461,2/1/2020,OK,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,17.0,17.0,some
8462,2/1/2020,OK,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,33.0,33.0,some
8463,2/1/2020,OK,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,54.0,54.0,some
8464,2/1/2020,OK,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,50.0,50.0,some
8465,2/1/2020,OK,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,27.0,27.0,some
8466,2/1/2020,OK,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,0.0,0.0,some
8467,2/1/2020,OK,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,186.0,186.0,some
8471,2/1/2020,OK,Respiratory diseases,Respiratory failure,J96,45-54,24.0,25.0,some
8472,2/1/2020,OK,Respiratory diseases,Respiratory failure,J96,55-64,57.0,57.0,some
8473,2/1/2020,OK,Respiratory diseases,Respiratory failure,J96,65-74,160.0,168.0,some
8474,2/1/2020,OK,Respiratory diseases,Respiratory failure,J96,75-84,196.0,205.0,some
8475,2/1/2020,OK,Respiratory diseases,Respiratory failure,J96,85+,197.0,200.0,some
8476,2/1/2020,OK,Respiratory diseases,Respiratory failure,J96,Not stated,0.0,0.0,some
8477,2/1/2020,OK,Respiratory diseases,Respiratory failure,J96,All Ages,644.0,666.0,some
8478,2/1/2020,OK,Respiratory diseases,Respiratory arrest,R09.2,0-24,0.0,0.0,some
8479,2/1/2020,OK,Respiratory diseases,Respiratory arrest,R09.2,25-34,0.0,0.0,some
8480,2/1/2020,OK,Respiratory diseases,Respiratory arrest,R09.2,35-44,0.0,0.0,some
8484,2/1/2020,OK,Respiratory diseases,Respiratory arrest,R09.2,75-84,15.0,15.0,some
8485,2/1/2020,OK,Respiratory diseases,Respiratory arrest,R09.2,85+,20.0,20.0,some
8486,2/1/2020,OK,Respiratory diseases,Respiratory arrest,R09.2,Not stated,0.0,0.0,some
8487,2/1/2020,OK,Respiratory diseases,Respiratory arrest,R09.2,All Ages,46.0,46.0,some
8489,2/1/2020,OK,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,0.0,0.0,some
8492,2/1/2020,OK,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,23.0,25.0,some
8493,2/1/2020,OK,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,29.0,30.0,some
8494,2/1/2020,OK,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,45.0,45.0,some
8495,2/1/2020,OK,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,27.0,28.0,some
8496,2/1/2020,OK,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0.0,0.0,some
8497,2/1/2020,OK,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,137.0,142.0,some
8498,2/1/2020,OK,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,0.0,0.0,some
8501,2/1/2020,OK,Circulatory diseases,Hypertensive diseases,I10-I15,45-54,32.0,32.0,some
8502,2/1/2020,OK,Circulatory diseases,Hypertensive diseases,I10-I15,55-64,113.0,113.0,some
8503,2/1/2020,OK,Circulatory diseases,Hypertensive diseases,I10-I15,65-74,289.0,294.0,some
8504,2/1/2020,OK,Circulatory diseases,Hypertensive diseases,I10-I15,75-84,306.0,309.0,some
8505,2/1/2020,OK,Circulatory diseases,Hypertensive diseases,I10-I15,85+,285.0,289.0,some
8506,2/1/2020,OK,Circulatory diseases,Hypertensive diseases,I10-I15,Not stated,0.0,0.0,some
8507,2/1/2020,OK,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,1036.0,1048.0,some
8508,2/1/2020,OK,Circulatory diseases,Ischemic heart disease,I20-I25,0-24,0.0,0.0,some
8509,2/1/2020,OK,Circulatory diseases,Ischemic heart disease,I20-I25,25-34,0.0,0.0,some
8512,2/1/2020,OK,Circulatory diseases,Ischemic heart disease,I20-I25,55-64,32.0,33.0,some
8513,2/1/2020,OK,Circulatory diseases,Ischemic heart disease,I20-I25,65-74,93.0,98.0,some
8514,2/1/2020,OK,Circulatory diseases,Ischemic heart disease,I20-I25,75-84,124.0,130.0,some
8515,2/1/2020,OK,Circulatory diseases,Ischemic heart disease,I20-I25,85+,128.0,138.0,some
8516,2/1/2020,OK,Circulatory diseases,Ischemic heart disease,I20-I25,Not stated,0.0,0.0,some
8517,2/1/2020,OK,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,387.0,409.0,some
8522,2/1/2020,OK,Circulatory diseases,Cardiac arrest,I46,55-64,14.0,14.0,some
8523,2/1/2020,OK,Circulatory diseases,Cardiac arrest,I46,65-74,26.0,26.0,some
8524,2/1/2020,OK,Circulatory diseases,Cardiac arrest,I46,75-84,42.0,42.0,some
8525,2/1/2020,OK,Circulatory diseases,Cardiac arrest,I46,85+,47.0,47.0,some
8526,2/1/2020,OK,Circulatory diseases,Cardiac arrest,I46,Not stated,0.0,0.0,some
8527,2/1/2020,OK,Circulatory diseases,Cardiac arrest,I46,All Ages,141.0,141.0,some
8528,2/1/2020,OK,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",0-24,0.0,0.0,some
8529,2/1/2020,OK,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",25-34,0.0,0.0,some
8530,2/1/2020,OK,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",35-44,0.0,0.0,some
8533,2/1/2020,OK,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",65-74,56.0,57.0,some
8534,2/1/2020,OK,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",75-84,92.0,92.0,some
8535,2/1/2020,OK,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",85+,105.0,108.0,some
8536,2/1/2020,OK,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",Not stated,0.0,0.0,some
8537,2/1/2020,OK,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,267.0,271.0,some
8538,2/1/2020,OK,Circulatory diseases,Heart failure,I50,0-24,0.0,0.0,some
8539,2/1/2020,OK,Circulatory diseases,Heart failure,I50,25-34,0.0,0.0,some
8542,2/1/2020,OK,Circulatory diseases,Heart failure,I50,55-64,25.0,25.0,some
8543,2/1/2020,OK,Circulatory diseases,Heart failure,I50,65-74,64.0,64.0,some
8544,2/1/2020,OK,Circulatory diseases,Heart failure,I50,75-84,84.0,84.0,some
8545,2/1/2020,OK,Circulatory diseases,Heart failure,I50,85+,115.0,115.0,some
8546,2/1/2020,OK,Circulatory diseases,Heart failure,I50,Not stated,0.0,0.0,some
8547,2/1/2020,OK,Circulatory diseases,Heart failure,I50,All Ages,297.0,297.0,some
8548,2/1/2020,OK,Circulatory diseases,Cerebrovascular diseases,I60-I69,0-24,0.0,0.0,some
8549,2/1/2020,OK,Circulatory diseases,Cerebrovascular diseases,I60-I69,25-34,0.0,0.0,some
8550,2/1/2020,OK,Circulatory diseases,Cerebrovascular diseases,I60-I69,35-44,0.0,0.0,some
8552,2/1/2020,OK,Circulatory diseases,Cerebrovascular diseases,I60-I69,55-64,21.0,21.0,some
8553,2/1/2020,OK,Circulatory diseases,Cerebrovascular diseases,I60-I69,65-74,44.0,47.0,some
8554,2/1/2020,OK,Circulatory diseases,Cerebrovascular diseases,I60-I69,75-84,59.0,59.0,some
8555,2/1/2020,OK,Circulatory diseases,Cerebrovascular diseases,I60-I69,85+,52.0,54.0,some
8556,2/1/2020,OK,Circulatory diseases,Cerebrovascular diseases,I60-I69,Not stated,0.0,0.0,some
8557,2/1/2020,OK,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,180.0,185.0,some
8559,2/1/2020,OK,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",25-34,0.0,0.0,some
8562,2/1/2020,OK,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",55-64,19.0,20.0,some
8563,2/1/2020,OK,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",65-74,31.0,34.0,some
8564,2/1/2020,OK,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,39.0,44.0,some
8565,2/1/2020,OK,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,41.0,44.0,some
8566,2/1/2020,OK,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0.0,0.0,some
8567,2/1/2020,OK,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,144.0,159.0,some
8571,2/1/2020,OK,Sepsis,Sepsis,A40-A41,45-54,13.0,13.0,some
8572,2/1/2020,OK,Sepsis,Sepsis,A40-A41,55-64,42.0,42.0,some
8573,2/1/2020,OK,Sepsis,Sepsis,A40-A41,65-74,80.0,80.0,some
8574,2/1/2020,OK,Sepsis,Sepsis,A40-A41,75-84,97.0,97.0,some
8575,2/1/2020,OK,Sepsis,Sepsis,A40-A41,85+,60.0,60.0,some
8576,2/1/2020,OK,Sepsis,Sepsis,A40-A41,Not stated,0.0,0.0,some
8577,2/1/2020,OK,Sepsis,Sepsis,A40-A41,All Ages,299.0,299.0,some
8578,2/1/2020,OK,Malignant neoplasms,Malignant neoplasms,C00-C97,0-24,0.0,0.0,some
8579,2/1/2020,OK,Malignant neoplasms,Malignant neoplasms,C00-C97,25-34,0.0,0.0,some
8582,2/1/2020,OK,Malignant neoplasms,Malignant neoplasms,C00-C97,55-64,16.0,21.0,some
8583,2/1/2020,OK,Malignant neoplasms,Malignant neoplasms,C00-C97,65-74,36.0,38.0,some
8584,2/1/2020,OK,Malignant neoplasms,Malignant neoplasms,C00-C97,75-84,49.0,57.0,some
8585,2/1/2020,OK,Malignant neoplasms,Malignant neoplasms,C00-C97,85+,32.0,32.0,some
8586,2/1/2020,OK,Malignant neoplasms,Malignant neoplasms,C00-C97,Not stated,0.0,0.0,some
8587,2/1/2020,OK,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,135.0,150.0,some
8588,2/1/2020,OK,Diabetes,Diabetes,E10-E14,0-24,0.0,0.0,some
8591,2/1/2020,OK,Diabetes,Diabetes,E10-E14,45-54,50.0,51.0,some
8592,2/1/2020,OK,Diabetes,Diabetes,E10-E14,55-64,95.0,95.0,some
8593,2/1/2020,OK,Diabetes,Diabetes,E10-E14,65-74,217.0,218.0,some
8594,2/1/2020,OK,Diabetes,Diabetes,E10-E14,75-84,188.0,189.0,some
8595,2/1/2020,OK,Diabetes,Diabetes,E10-E14,85+,88.0,89.0,some
8596,2/1/2020,OK,Diabetes,Diabetes,E10-E14,Not stated,0.0,0.0,some
8597,2/1/2020,OK,Diabetes,Diabetes,E10-E14,All Ages,650.0,654.0,some
8600,2/1/2020,OK,Obesity,Obesity,E65-E68,35-44,16.0,16.0,some
8601,2/1/2020,OK,Obesity,Obesity,E65-E68,45-54,27.0,27.0,some
8602,2/1/2020,OK,Obesity,Obesity,E65-E68,55-64,40.0,41.0,some
8603,2/1/2020,OK,Obesity,Obesity,E65-E68,65-74,47.0,47.0,some
8604,2/1/2020,OK,Obesity,Obesity,E65-E68,75-84,31.0,31.0,some
8606,2/1/2020,OK,Obesity,Obesity,E65-E68,Not stated,0.0,0.0,some
8607,2/1/2020,OK,Obesity,Obesity,E65-E68,All Ages,173.0,174.0,some
8608,2/1/2020,OK,Alzheimer disease,Alzheimer disease,G30,0-24,0.0,0.0,some
8609,2/1/2020,OK,Alzheimer disease,Alzheimer disease,G30,25-34,0.0,0.0,some
8610,2/1/2020,OK,Alzheimer disease,Alzheimer disease,G30,35-44,0.0,0.0,some
8611,2/1/2020,OK,Alzheimer disease,Alzheimer disease,G30,45-54,0.0,0.0,some
8613,2/1/2020,OK,Alzheimer disease,Alzheimer disease,G30,65-74,20.0,20.0,some
8614,2/1/2020,OK,Alzheimer disease,Alzheimer disease,G30,75-84,53.0,53.0,some
8615,2/1/2020,OK,Alzheimer disease,Alzheimer disease,G30,85+,94.0,94.0,some
8616,2/1/2020,OK,Alzheimer disease,Alzheimer disease,G30,Not stated,0.0,0.0,some
8617,2/1/2020,OK,Alzheimer disease,Alzheimer disease,G30,All Ages,169.0,169.0,some
8618,2/1/2020,OK,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",0-24,0.0,0.0,some
8619,2/1/2020,OK,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",25-34,0.0,0.0,some
8620,2/1/2020,OK,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",35-44,0.0,0.0,some
8621,2/1/2020,OK,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",45-54,0.0,0.0,some
8623,2/1/2020,OK,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",65-74,43.0,44.0,some
8624,2/1/2020,OK,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",75-84,112.0,113.0,some
8625,2/1/2020,OK,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",85+,187.0,187.0,some
8626,2/1/2020,OK,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",Not stated,0.0,0.0,some
8627,2/1/2020,OK,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,346.0,348.0,some
8632,2/1/2020,OK,Renal failure,Renal failure,N17-N19,55-64,28.0,31.0,some
8633,2/1/2020,OK,Renal failure,Renal failure,N17-N19,65-74,54.0,55.0,some
8634,2/1/2020,OK,Renal failure,Renal failure,N17-N19,75-84,77.0,78.0,some
8635,2/1/2020,OK,Renal failure,Renal failure,N17-N19,85+,77.0,79.0,some
8636,2/1/2020,OK,Renal failure,Renal failure,N17-N19,Not stated,0.0,0.0,some
8637,2/1/2020,OK,Renal failure,Renal failure,N17-N19,All Ages,249.0,256.0,some
8638,2/1/2020,OK,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",0-24,0.0,0.0,some
8643,2/1/2020,OK,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",65-74,12.0,24.0,some
8644,2/1/2020,OK,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",75-84,22.0,46.0,some
8645,2/1/2020,OK,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",85+,18.0,39.0,some
8646,2/1/2020,OK,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",Not stated,0.0,0.0,some
8647,2/1/2020,OK,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,68.0,147.0,some
8649,2/1/2020,OK,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",25-34,11.0,20.0,some
8650,2/1/2020,OK,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",35-44,15.0,21.0,some
8651,2/1/2020,OK,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",45-54,52.0,78.0,some
8652,2/1/2020,OK,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",55-64,103.0,169.0,some
8653,2/1/2020,OK,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",65-74,263.0,418.0,some
8654,2/1/2020,OK,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,342.0,524.0,some
8655,2/1/2020,OK,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,323.0,520.0,some
8656,2/1/2020,OK,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",Not stated,0.0,0.0,some
8657,2/1/2020,OK,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,1115.0,1764.0,some
8659,2/1/2020,OK,COVID-19,COVID-19,U071,25-34,18.0,18.0,some
8660,2/1/2020,OK,COVID-19,COVID-19,U071,35-44,35.0,35.0,some
8661,2/1/2020,OK,COVID-19,COVID-19,U071,45-54,114.0,114.0,some
8662,2/1/2020,OK,COVID-19,COVID-19,U071,55-64,295.0,295.0,some
8663,2/1/2020,OK,COVID-19,COVID-19,U071,65-74,643.0,643.0,some
8664,2/1/2020,OK,COVID-19,COVID-19,U071,75-84,810.0,810.0,some
8665,2/1/2020,OK,COVID-19,COVID-19,U071,85+,825.0,825.0,some
8666,2/1/2020,OK,COVID-19,COVID-19,U071,Not stated,0.0,0.0,some
8667,2/1/2020,OK,COVID-19,COVID-19,U071,All Ages,2747.0,2747.0,some
8668,2/1/2020,OR,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,0.0,0.0,some
8671,2/1/2020,OR,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,13.0,13.0,some
8672,2/1/2020,OR,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,29.0,31.0,some
8673,2/1/2020,OR,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,74.0,77.0,some
8674,2/1/2020,OR,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,93.0,94.0,some
8675,2/1/2020,OR,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,82.0,83.0,some
8676,2/1/2020,OR,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,0.0,0.0,some
8677,2/1/2020,OR,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,298.0,307.0,some
8678,2/1/2020,OR,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,0.0,0.0,some
8679,2/1/2020,OR,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,0.0,0.0,some
8683,2/1/2020,OR,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,26.0,28.0,some
8684,2/1/2020,OR,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,34.0,34.0,some
8685,2/1/2020,OR,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,26.0,28.0,some
8686,2/1/2020,OR,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,0.0,0.0,some
8687,2/1/2020,OR,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,92.0,97.0,some
8688,2/1/2020,OR,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,0.0,0.0,some
8692,2/1/2020,OR,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,24.0,24.0,some
8693,2/1/2020,OR,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,29.0,29.0,some
8694,2/1/2020,OR,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,19.0,19.0,some
